Sample File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P 500,,,,,,,IBM,,,,,,,GOOGL,,,,,,,CSCO,,,,,,,ADM,,,,,,,NKE,,,,,
Date,Open,High,Low,Close,Volume,,Date,Open,High,Low,Close,Volume,,Date,Open,High,Low,Close,Volume,,Date,Open,High,Low,Close,Volume,,Date,Open,High,Low,Close,Volume,,Date,Open,High,Low,Close,Volume
2013-06-05,1629.050049,1629.310059,1607.089966,1608.900024,3632350000,,2013-06-05,205.160004,206.289993,202.399994,202.740005,4215400,,2013-06-05,862.50999,869.450003,857.129999,430.280279,4209300,,2013-06-05,205.160004,206.289993,202.399994,181.305828,4215400,,2013-06-05,32.91,32.939999,32.470001,29.687022,3527600,,2013-06-05,62.599998,62.939999,61.599998,29.542675,6205400
2013-06-04,1640.72998,1646.530029,1623.619995,1631.380005,3653840000,,2013-06-04,208.600006,209,205.080002,206.190002,3598300,,2013-06-04,867.849981,870.590037,854.070013,429.979986,3733400,,2013-06-04,208.600006,209,205.080002,184.391083,3598300,,2013-06-04,32.689999,33.150002,32.619999,30.051281,3409200,,2013-06-04,63.25,63.57,62.310001,30.035451,6785400
2013-06-03,1631.709961,1640.420044,1622.719971,1640.420044,3952070000,,2013-06-03,208.25,210.050003,207.330002,208.949997,3322000,,2013-06-03,873.000039,873.970015,855.01999,434.249243,4946400,,2013-06-03,208.25,210.050003,207.330002,186.859284,3322000,,2013-06-03,32.310001,32.709999,31.9,29.732557,3802200,,2013-06-03,61.599998,63.080002,61.110001,30.155057,10141200
2013-05-31,1652.130005,1658.98999,1630.73999,1630.73999,4099600000,,2013-05-31,208.589996,211.979996,208.020004,208.020004,4949000,,2013-05-31,868.120036,877.000002,867.51999,436.046057,3934800,,2013-05-31,208.589996,211.979996,208.020004,186.027612,4949000,,2013-05-31,33.130001,33.139999,32.23,29.350084,5417900,,2013-05-31,62.200001,63.139999,61.66,29.499617,7460400
2013-05-30,1649.140015,1661.910034,1648.609985,1654.410034,3498620000,,2013-05-30,206.970001,210.990005,206.970001,209.360001,4399700,,2013-05-30,869.919992,878.900017,866.410017,435.815832,4237100,,2013-05-30,206.970001,210.990005,206.970001,187.225941,4399700,,2013-05-30,33.529999,33.610001,33.27,30.333582,2616200,,2013-05-30,62.950001,63.299999,62.389999,29.858435,5955200
2013-05-29,1656.569946,1656.569946,1640.050049,1648.359985,3587140000,,2013-05-29,206.220001,208.419998,206.039993,207.919998,3439400,,2013-05-29,875.710034,877.990039,864.290007,434.589605,4022700,,2013-05-29,206.220001,208.419998,206.039993,185.938179,3439400,,2013-05-29,33.990002,34,33.279999,30.442859,4338600,,2013-05-29,62.91,63.169998,62.400002,30.006747,5521200
2013-05-28,1652.630005,1674.209961,1652.630005,1660.060059,3457400000,,2013-05-28,207.440002,208.589996,207.160004,207.779999,4011500,,2013-05-28,883.500026,892.139998,880.400041,441.076086,4510400,,2013-05-28,207.440002,208.589996,207.160004,185.812981,4011500,,2013-05-28,34.169998,34.310001,33.98,31.089416,3162500,,2013-05-28,63.57,64.110001,63.040001,30.173636,7784000
2013-05-24,1646.670044,1649.780029,1636.880005,1649.599976,2758080000,,2013-05-24,204.690002,206.429993,204.419998,205.720001,3295800,,2013-05-24,875.259984,878.820019,871.010026,437.097113,4589000,,2013-05-24,204.690002,206.429993,204.419998,183.970771,3295800,,2013-05-24,34.060001,34.119999,33.77,30.85265,2112800,,2013-05-24,62.669998,62.869999,61.560001,29.939992,7517400
2013-05-23,1651.619995,1655.5,1635.530029,1650.51001,3945510000,,2013-05-23,205.479996,208.610001,205.130005,206.160004,5179100,,2013-05-23,877.000002,889.959991,874.000014,441.836828,4545600,,2013-05-23,205.479996,208.610001,205.130005,184.364255,5179100,,2013-05-23,33.700001,34.27,33.580002,31.107629,3128300,,2013-05-23,63.98,64.150002,63.09,30.197479,8626400
2013-05-22,1669.390015,1687.180054,1648.859985,1655.349976,4361020000,,2013-05-22,208.5,210.149994,206.119995,206.990005,5186800,,2013-05-22,902.559988,909.310006,886.880005,445.155157,5116000,,2013-05-22,208.5,210.149994,206.119995,185.106507,5186800,,2013-05-22,34.68,35.009998,34.040001,31.089416,5340100,,2013-05-22,65.239998,65.57,64.089996,30.731523,8295200
2013-05-21,1666.199951,1674.930054,1662.670044,1669.160034,3513560000,,2013-05-21,207.240005,209.479996,207,208.649994,2982900,,2013-05-21,908.020038,911.66001,897.609987,453.93894,3962000,,2013-05-21,207.240005,209.479996,207,186.590998,2982900,,2013-05-21,34.299999,34.810001,34.189999,31.608483,3629400,,2013-05-21,65.339996,65.449997,64.980003,31.103452,6465400
2013-05-20,1665.709961,1672.839966,1663.52002,1666.290039,3275080000,,2013-05-20,208.020004,209.149994,207.419998,207.600006,3614500,,2013-05-20,904.99999,920.600036,904.99999,454.719732,4540800,,2013-05-20,208.020004,209.149994,207.419998,185.652017,3614500,,2013-05-20,34.950001,35,34.34,31.326186,4734200,,2013-05-20,65.269997,65.5,65.050003,31.151134,5461800
2013-05-17,1652.449951,1667.469971,1652.449951,1667.469971,3440710000,,2013-05-17,205.25,209.5,204.990005,208.440002,5704100,,2013-05-17,910.019989,913.490026,900.520038,455.04505,5578400,,2013-05-17,205.25,209.5,204.990005,186.403207,5704100,,2013-05-17,34.200001,35.040001,34.02,31.872571,6264700,,2013-05-17,64.470001,65.440002,64.400002,31.146365,6219200
2013-05-16,1658.069946,1660.51001,1648.599976,1650.469971,3513130000,,2013-05-16,204,206.589996,204,204.690002,4507000,,2013-05-16,919.000014,919.97999,902.010002,452.387396,6412700,,2013-05-16,204,206.589996,204,183.049666,4507000,,2013-05-16,34.380001,34.580002,34.02,31.107629,5008500,,2013-05-16,65.760002,66.07,64.160004,30.726758,7688600
2013-05-15,1649.130005,1661.48999,1646.680054,1658.780029,3657440000,,2013-05-15,202.25,203.679993,202.039993,203.320007,4028100,,2013-05-15,895.500038,916.380017,894.020014,458.403418,7963800,,2013-05-15,202.25,203.679993,202.039993,181.82451,4028100,,2013-05-15,33.970001,34.849998,33.880001,31.608483,5330700,,2013-05-15,65.779999,66,65.449997,31.389547,5286200
2013-05-14,1633.75,1651.099976,1633.75,1650.339966,3457790000,,2013-05-14,202.089996,203.669998,202.080002,203.210007,3699700,,2013-05-14,877.49999,888.690022,877.139999,443.993994,3155400,,2013-05-14,202.089996,203.669998,202.080002,181.726139,3699700,,2013-05-14,33.740002,34.09,33.139999,31.016566,3793000,,2013-05-14,64.529999,65.980003,64.529999,31.427695,8277200
2013-05-13,1632.099976,1636,1626.73999,1633.77002,2910600000,,2013-05-13,204.179993,204.470001,202.220001,202.470001,3648400,,2013-05-13,878.890017,882.469991,873.380029,439.204199,2894100,,2013-05-13,204.179993,204.470001,202.220001,181.064369,3648400,,2013-05-13,34.049999,34.110001,33.740002,30.7798,3472800,,2013-05-13,64.510002,64.800003,64.32,30.826891,3780600
2013-05-10,1626.689941,1633.699951,1623.709961,1633.699951,3086470000,,2013-05-10,203.369995,204.529999,202.820007,204.470001,3279200,,2013-05-10,875.309982,880.540038,872.159998,440.555548,3791600,,2013-05-10,203.369995,204.529999,202.820007,182.852924,3279200,,2013-05-10,33.860001,34.18,33.810001,30.843189,3583100,,2013-05-10,63.860001,64.790001,63.669998,30.879342,6645600
2013-05-09,1632.689941,1635.01001,1623.089966,1626.670044,3457400000,,2013-05-09,204.690002,205,202.720001,203.240005,3542300,,2013-05-09,870.84003,879.659998,868.230033,436.176184,4396700,,2013-05-09,204.690002,205,202.720001,181.752967,3542300,,2013-05-09,34.34,34.490002,33.860001,30.707354,3798600,,2013-05-09,63.900002,64.529999,63.650002,30.392978,4433800
2013-05-08,1625.949951,1632.780029,1622.699951,1632.689941,3554700000,,2013-05-08,202.940002,204.850006,202.509995,204.820007,3601700,,2013-05-08,857.000002,873.880017,852.910041,437.252264,4931600,,2013-05-08,202.940002,204.850006,202.509995,183.165927,3601700,,2013-05-08,34.23,34.400002,33.91,31.151077,3440500,,2013-05-08,63.700001,64.110001,63.669998,30.469271,6259000
2013-05-07,1617.550049,1626.030029,1616.640015,1625.959961,3309580000,,2013-05-07,202.809998,203.729996,201.649994,203.630005,3451000,,2013-05-07,863.010039,863.870018,850.670035,429.044042,3914000,,2013-05-07,202.809998,203.729996,201.649994,181.252172,3451000,,2013-05-07,34.009998,34.34,33.790001,31.096743,3360900,,2013-05-07,64.190002,64.370003,63.810001,30.474038,6298000
2013-05-06,1614.400024,1619.77002,1614.209961,1617.5,3062240000,,2013-05-06,203.789993,203.990005,201.520004,202.779999,4826500,,2013-05-06,848.260033,861.850006,848.260033,431.206213,4278300,,2013-05-06,203.789993,203.990005,201.520004,180.495577,4826500,,2013-05-06,34.110001,34.16,33.700001,30.680189,2848200,,2013-05-06,64.400002,64.550003,63.779999,30.497879,4750200
2013-05-03,1597.599976,1618.459961,1597.599976,1614.420044,3603910000,,2013-05-03,203.940002,205.320007,203.75,204.509995,4492700,,2013-05-03,836.960004,846.800007,836.000027,423.2833,5020100,,2013-05-03,203.940002,205.320007,203.75,182.035456,4492700,,2013-05-03,33.830002,34.240002,33.650002,30.969966,4003600,,2013-05-03,63.68,64.959999,63.68,30.779209,6950800
2013-05-02,1582.77002,1598.599976,1582.77002,1597.589966,3366950000,,2013-05-02,200.119995,202.429993,199.75,202.389999,3945100,,2013-05-02,820.099988,834.550001,819.050014,415.22022,4032500,,2013-05-02,200.119995,202.429993,199.75,180.148437,3945100,,2013-05-02,32.849998,33.91,32.73,30.426631,6101200,,2013-05-02,63.5,63.57,62.950001,30.19271,5605400
2013-05-01,1597.550049,1597.550049,1581.280029,1582.699951,3530320000,,2013-05-01,201.869995,202.169998,199.199997,199.630005,4899100,,2013-05-01,823.260033,824.719997,816.360018,410.625646,2907000,,2013-05-01,201.869995,202.169998,199.199997,177.691751,4899100,,2013-05-01,33.790001,33.990002,33.509998,30.408523,5317000,,2013-05-01,63.560001,64.290001,63.200001,30.211783,7924400
2013-04-30,1593.579956,1597.569946,1586.5,1597.569946,3745070000,,2013-04-30,199.130005,202.589996,197.350006,202.539993,7539900,,2013-04-30,819.000015,827.639987,817.679986,412.697698,4608700,,2013-04-30,199.130005,202.589996,197.350006,180.281947,7539900,,2013-04-30,34,34.029999,33.650002,30.73452,4525200,,2013-04-30,62.73,63.77,62.66,30.326221,10094800
2013-04-29,1582.339966,1596.650024,1582.339966,1593.609985,2891200000,,2013-04-29,194.779999,199.679993,194.649994,199.149994,5932400,,2013-04-29,803.250033,822.699986,803.00004,409.939947,4596900,,2013-04-29,194.779999,199.679993,194.649994,177.26449,5932400,,2013-04-29,33.549999,34.189999,33.509998,30.81602,5169900,,2013-04-29,62,62.810001,61.619999,29.8637,5841600
2013-04-26,1585.160034,1585.780029,1577.560059,1582.23999,3198620000,,2013-04-26,194.160004,194.710007,193.25,194.309998,3490300,,2013-04-26,807.599988,807.739985,796.580013,401.11112,4970400,,2013-04-26,194.160004,194.710007,193.25,172.956383,3490300,,2013-04-26,33.400002,33.869999,33.240002,30.308911,5770800,,2013-04-26,62.16,62.470001,61.580002,29.510846,4825600
2013-04-25,1578.930054,1592.640015,1578.930054,1585.160034,3908580000,,2013-04-25,192.690002,195.169998,192.320007,193.949997,4650900,,2013-04-25,816.250021,816.470016,807.629988,404.954961,3980400,,2013-04-25,192.690002,195.169998,192.320007,172.635945,4650900,,2013-04-25,32.619999,33.23,32.360001,30.0463,4985400,,2013-04-25,61.619999,62.490002,61.57,29.596676,4367600
2013-04-24,1578.780029,1583,1575.800049,1578.790039,3598240000,,2013-04-24,192.160004,192.5,191.089996,191.710007,3693900,,2013-04-24,808.110037,818.000039,808.000039,407.132146,3654500,,2013-04-24,192.160004,192.5,191.089996,170.642117,3693900,,2013-04-24,32.610001,32.830002,32.349998,29.330911,3087300,,2013-04-24,61.849998,62,61.400002,29.339188,4168000
2013-04-23,1562.5,1579.579956,1562.5,1578.780029,3565150000,,2013-04-23,189.270004,192.550003,188.610001,191.610001,6296100,,2013-04-23,801.000027,815.500039,800.359982,404.354345,4580000,,2013-04-23,189.270004,192.550003,188.610001,170.553101,6296100,,2013-04-23,32.330002,32.560001,32.029999,29.475799,3805400,,2013-04-23,61.619999,61.93,61.240002,29.410713,6119600
2013-04-22,1555.25,1565.550049,1548.189941,1562.5,2979880000,,2013-04-22,191.149994,191.380005,187.679993,187.830002,9845400,,2013-04-22,800.600037,803.960016,774.999991,400.455449,5761000,,2013-04-22,191.149994,191.380005,187.679993,167.188504,9845400,,2013-04-22,32.16,32.310001,31.9,29.176968,3328600,,2013-04-22,61.09,61.490002,60.630001,29.258129,5968600
2013-04-19,1541.609985,1555.890015,1539.400024,1555.25,3569870000,,2013-04-19,195.740005,196.5,189.759995,190,18847000,,2013-04-19,769.160012,803.440029,766.260021,400.335332,11594700,,2013-04-19,195.740005,196.5,189.759995,169.120031,18847000,,2013-04-19,32.009998,32.27,31.950001,29.140745,6101900,,2013-04-19,60.580002,61.040001,60.27,29.048323,6768400
2013-04-18,1552.030029,1554.380005,1536.030029,1541.609985,3890800000,,2013-04-18,210.110001,210.25,206.149994,207.149994,6502000,,2013-04-18,785.349982,785.800032,761.260021,383.338353,6638300,,2013-04-18,210.110001,210.25,206.149994,184.385334,6502000,,2013-04-18,32.07,32.169998,31.690001,28.896245,4427700,,2013-04-18,60.970001,61.200001,59.700001,28.695472,6016400
2013-04-17,1574.569946,1574.569946,1543.689941,1552.01001,4250310000,,2013-04-17,210.529999,211.089996,209.5,209.669998,3269800,,2013-04-17,786.750009,790.840031,778.100037,391.671666,4069900,,2013-04-17,210.529999,211.089996,209.5,186.628403,3269800,,2013-04-17,31.9,32.16,31.52,29.041134,5081900,,2013-04-17,60.169998,61.310001,60.009998,29.038788,10434800
2013-04-16,1552.359985,1575.349976,1552.359985,1574.569946,3654700000,,2013-04-16,210.839996,212,209.199997,212,2859500,,2013-04-16,786.590013,796.000027,783.920017,397.082097,3480500,,2013-04-16,210.839996,212,209.199997,188.70235,2859500,,2013-04-16,31.620001,32.27,31.51,29.140745,4225800,,2013-04-16,60.029999,60.529999,59.669998,28.848057,5960600
2013-04-15,1588.839966,1588.839966,1552.280029,1552.359985,4660130000,,2013-04-15,210.440002,211.690002,209.259995,209.259995,4218100,,2013-04-15,785.950029,797.000003,777.020003,391.356359,4901200,,2013-04-15,210.440002,211.690002,209.259995,186.263457,4218100,,2013-04-15,32.48,32.599998,31.5,28.543079,6941700,,2013-04-15,60.459999,60.93,59.669998,28.452289,6662600
2013-04-12,1593.300049,1593.300049,1579.969971,1588.849976,3206290000,,2013-04-12,210.789993,211.490005,209.779999,211.380005,3165400,,2013-04-12,791.990003,792.100001,782.92998,395.420415,3270100,,2013-04-12,210.789993,211.490005,209.779999,188.150489,3165400,,2013-04-12,32.889999,33.099998,32.450001,29.557299,5495400,,2013-04-12,61.07,61.23,60.43,28.886204,5538800
2013-04-11,1587.72998,1597.349976,1586.170044,1593.369995,3393950000,,2013-04-11,211.5,213.089996,210.850006,212.919998,3655600,,2013-04-11,792.879982,793.100037,784.060014,395.590581,4053300,,2013-04-11,211.5,213.089996,210.850006,189.521246,3655600,,2013-04-11,33.110001,33.200001,32.869999,29.865188,3258400,,2013-04-11,60.369999,61.380001,60.310001,29.181836,8789400
2013-04-10,1568.609985,1589.069946,1568.609985,1587.72998,3453350000,,2013-04-10,211.860001,212.509995,210.470001,212,3524200,,2013-04-10,782.919981,792.349995,776.000028,395.485479,3953200,,2013-04-10,211.860001,212.509995,210.470001,188.70235,3524200,,2013-04-10,32.790001,33.220001,32.619999,30.037242,4021300,,2013-04-10,59.919998,60.549999,59.919998,28.747923,5951000
2013-04-09,1563.109985,1573.890015,1560.920044,1568.609985,3252780000,,2013-04-09,209.559998,210,208.610001,209.220001,2577300,,2013-04-09,775.50004,783.750021,773.110037,389.214208,4310200,,2013-04-09,209.559998,210,208.610001,186.227858,2577300,,2013-04-09,33.25,33.25,32.369999,29.638799,6125100,,2013-04-09,59.82,60.130001,59.290001,28.557192,6675000
2013-04-08,1553.26001,1563.069946,1548.630005,1563.069946,2887120000,,2013-04-08,209.070007,209.320007,207.330002,209.320007,2351200,,2013-04-08,778.750022,779.550002,768.40003,387.81281,5658500,,2013-04-08,209.070007,209.320007,207.330002,186.316874,2351200,,2013-04-08,33.09,33.32,32.98,30.173077,2741300,,2013-04-08,58.889999,59.950001,58.82,28.585802,8013200
2013-04-05,1559.97998,1559.97998,1539.5,1553.280029,3515410000,,2013-04-05,209.100006,209.839996,206.339996,209.410004,4148000,,2013-04-05,786.060026,786.990003,776.400018,391.916936,6860900,,2013-04-05,209.100006,209.839996,206.339996,186.396981,4148000,,2013-04-05,33.200001,33.25,32.84,30.037242,3286100,,2013-04-05,58.580002,59.040001,58.330002,28.118511,6189800
2013-04-04,1553.689941,1562.599976,1552.52002,1559.97998,3350670000,,2013-04-04,212.770004,212.929993,210.039993,211.309998,3709500,,2013-04-04,804.250009,805.750033,791.30002,397.932927,4890300,,2013-04-04,212.770004,212.929993,210.039993,188.088175,3709500,,2013-04-04,33.220001,33.59,33.099998,30.417577,4015600,,2013-04-04,58.790001,59.5,58.740002,28.294937,4999400
2013-04-03,1570.25,1571.469971,1549.800049,1553.689941,4060610000,,2013-04-03,214.320007,214.889999,212.630005,212.660004,3128800,,2013-04-03,813.460028,814.20001,800.670035,403.503515,3473500,,2013-04-03,214.320007,214.889999,212.630005,189.289823,3128800,,2013-04-03,34.049999,34.099998,33.07,30.091577,6548600,,2013-04-03,59.200001,59.529999,58.560001,28.089901,7626600
2013-04-02,1562.170044,1573.660034,1562.170044,1570.25,3312160000,,2013-04-02,212.919998,214.710007,211.570007,214.360001,3116800,,2013-04-02,804.540002,814.829995,804.000015,406.926946,4078900,,2013-04-02,212.919998,214.710007,211.570007,190.803,3116800,,2013-04-02,33.75,34.279999,33.610001,30.888466,6904500,,2013-04-02,58.369999,59.389999,58.360001,28.085134,9330600
2013-04-01,1569.180054,1570.569946,1558.469971,1562.170044,2753110000,,2013-04-01,212.800003,213.5,211.25,212.380005,2144500,,2013-04-01,795.009991,802.249997,793.250034,400.996007,3610900,,2013-04-01,212.800003,213.5,211.25,189.040595,2144500,,2013-04-01,33.73,33.799999,33.259998,30.508131,3459100,,2013-04-01,59,59.189999,57.98,27.779963,6969800
2013-03-28,1562.859985,1570.280029,1561.079956,1569.189941,3304440000,,2013-03-28,209.830002,213.440002,209.740005,213.300003,3749900,,2013-03-28,803.990015,805.369982,793.300032,397.492498,4571000,,2013-03-28,209.830002,213.440002,209.740005,189.85949,3749900,,2013-03-28,32.93,33.77,32.869999,30.544354,5931400,,2013-03-28,58.959999,59.310001,58.450001,28.137583,7612400
2013-03-27,1563.75,1564.069946,1551.900024,1562.849976,2914210000,,2013-03-27,210.960007,212.160004,210.100006,210.889999,3223400,,2013-03-27,806.680011,807.000003,801.330019,401.731725,4322000,,2013-03-27,210.960007,212.160004,210.100006,187.714333,3223400,,2013-03-27,32.650002,32.98,32.57,29.856134,3384400,,2013-03-27,59.02,59.299999,58.139999,27.870561,10445000
2013-03-26,1551.689941,1563.949951,1551.689941,1563.77002,2869260000,,2013-03-26,211.770004,212.5,211.5,212.360001,2300300,,2013-03-26,813.500027,814.000015,807.789984,406.616613,2381400,,2013-03-26,211.770004,212.5,211.5,189.022789,2300300,,2013-03-26,32.709999,32.950001,32.68,29.729357,2210400,,2013-03-26,59.349998,59.630001,58.900002,28.356925,8948600
2013-03-25,1556.890015,1564.910034,1546.219971,1551.689941,3178170000,,2013-03-25,212.539993,212.809998,210.050003,210.740005,3242500,,2013-03-25,812.409993,819.230009,806.820007,405.225225,3420500,,2013-03-25,212.539993,212.809998,210.050003,187.580822,3242500,,2013-03-25,32.919998,33,32.5,29.493911,2736500,,2013-03-25,59.389999,59.98,59.029999,28.39984,13317400
2013-03-22,1545.900024,1557.73999,1545.900024,1556.890015,2948380000,,2013-03-22,212.210007,213.169998,211.619995,212.080002,3031500,,2013-03-22,814.739997,815.239985,809.639999,405.560552,2973400,,2013-03-22,212.210007,213.169998,211.619995,188.77356,3031500,,2013-03-22,32.650002,32.82,32.619999,29.684076,2102800,,2013-03-22,58,60.25,57.869999,28.385534,38657400
2013-03-21,1558.709961,1558.709961,1543.550049,1545.800049,3243270000,,2013-03-21,212.960007,213,210.110001,212.259995,5830400,,2013-03-21,811.29002,816.920005,809.849994,406.036046,2952200,,2013-03-21,212.960007,213,210.110001,188.933773,5830400,,2013-03-21,32.860001,32.970001,32.490002,29.530134,2467600,,2013-03-21,54.459999,54.720001,53.529999,25.557947,15896200
2013-03-20,1548.339966,1561.560059,1548.339966,1558.709961,3349090000,,2013-03-20,214.759995,215.820007,214.300003,215.059998,3019000,,2013-03-20,816.830007,817.50999,811.440016,407.762762,2924600,,2013-03-20,214.759995,215.820007,214.300003,191.426071,3019000,,2013-03-20,32.869999,33.130001,32.82,29.892354,2792900,,2013-03-20,54.07,54.880001,54.060001,26.144446,7941800
2013-03-19,1552.099976,1557.25,1538.569946,1548.339966,3796210000,,2013-03-19,214.130005,215.119995,211.830002,213.440002,3198600,,2013-03-19,811.240021,819.250009,806.450016,406.066076,4192200,,2013-03-19,214.130005,215.119995,211.830002,189.984104,3198600,,2013-03-19,32.75,32.900002,32.52,29.611634,3608600,,2013-03-19,54.290001,54.439999,53.540001,25.667619,6628400
2013-03-18,1560.699951,1560.699951,1545.130005,1552.099976,3164560000,,2013-03-18,212.899994,214.5,212.639999,213.210007,3006000,,2013-03-18,804.999991,812.759984,801.470016,404.299291,3672900,,2013-03-18,212.899994,214.5,212.639999,189.779384,3006000,,2013-03-18,32.720001,33,32.549999,29.602576,3063800,,2013-03-18,54.43,54.66,54.080002,25.824971,5079400
2013-03-15,1563.209961,1563.619995,1555.73999,1560.699951,5175850000,,2013-03-15,215.380005,215.899994,213.410004,214.919998,7930300,,2013-03-15,818.500027,820.299983,813.340031,407.557561,6193200,,2013-03-15,215.380005,215.899994,213.410004,191.301457,7930300,,2013-03-15,32.799999,33.009998,32.599998,29.8833,6440700,,2013-03-15,54.669998,54.849998,54.290001,26.120603,8121000
2013-03-14,1554.52002,1563.319946,1554.52002,1563.22998,3459260000,,2013-03-14,212.149994,215.860001,212.149994,215.800003,5505500,,2013-03-14,826.990003,826.990003,817.389993,411.181188,3299000,,2013-03-14,212.149994,215.860001,212.149994,192.084754,5505500,,2013-03-14,32.990002,32.990002,32.779999,29.8018,3648400,,2013-03-14,54.84,54.900002,54.34,26.077689,6910800
2013-03-13,1552.47998,1556.390015,1548.25,1554.52002,3073830000,,2013-03-13,210.199997,212.360001,209.770004,212.059998,3355900,,2013-03-13,827.899981,830.690035,822.309995,413.06806,3279300,,2013-03-13,210.199997,212.360001,209.770004,188.755755,3355900,,2013-03-13,32.549999,32.950001,32.43,29.819911,4842700,,2013-03-13,53.610001,54.990002,53.599998,26.153981,8185400
2013-03-12,1556.219971,1556.77002,1548.23999,1552.47998,3274910000,,2013-03-12,209.399994,210.729996,209.089996,210.550003,3591600,,2013-03-12,830.710034,831.890005,823.670023,414.219213,4012500,,2013-03-12,209.399994,210.729996,209.089996,187.4117,3591600,,2013-03-12,32.41,32.689999,32.299999,29.484857,3665200,,2013-03-12,53.700001,54.169998,53.27,25.505498,12341600
2013-03-11,1551.150024,1556.27002,1547.359985,1556.219971,3091080000,,2013-03-11,210.039993,210.199997,209.039993,210.080002,3049700,,2013-03-11,831.69001,839.699998,831.500015,417.827825,3186200,,2013-03-11,210.039993,210.199997,209.039993,186.99335,3049700,,2013-03-11,32.41,32.66,32.23,29.394299,2967300,,2013-03-11,54.57,54.639999,54.16,26.001397,6754800
2013-03-08,1544.26001,1552.47998,1542.939941,1551.180054,3652260000,,2013-03-08,209.850006,210.740005,209.429993,210.380005,3700500,,2013-03-08,834.500003,834.919992,825.049989,416.176183,5817900,,2013-03-08,209.850006,210.740005,209.429993,187.260384,3700500,,2013-03-08,32.48,32.77,32.380001,29.466745,4465000,,2013-03-08,55.119999,55.23,54.5,26.077689,8013000
2013-03-07,1541.459961,1545.780029,1541.459961,1544.26001,3634710000,,2013-03-07,208.289993,209.600006,208.240005,209.419998,3884400,,2013-03-07,834.060013,836.620012,829.580001,416.716711,4101200,,2013-03-07,208.289993,209.600006,208.240005,186.405877,3884400,,2013-03-07,32.450001,32.619999,32.32,29.493911,3024900,,2013-03-07,55.400002,55.650002,55.139999,26.330409,5685200
2013-03-06,1539.790039,1545.25,1538.109985,1541.459961,3676890000,,2013-03-06,207.029999,208.490005,206.660004,208.380005,3594800,,2013-03-06,841.030026,844.000015,828.810019,416.106115,5740200,,2013-03-06,207.029999,208.490005,206.660004,185.480173,3594800,,2013-03-06,32.240002,32.41,32.16,29.267522,3860000,,2013-03-06,54.959999,55.610001,54.700001,26.368554,5812000
2013-03-05,1525.199951,1543.469971,1525.199951,1539.790039,3610690000,,2013-03-05,205.860001,207.699997,205.690002,206.529999,3807800,,2013-03-05,828.930017,840.149987,828.900017,419.719732,8080100,,2013-03-05,205.860001,207.699997,205.690002,183.833473,3807800,,2013-03-05,32.139999,32.369999,32.060001,29.167911,4107800,,2013-03-05,54.900002,55,54.52,26.177824,8098000
2013-03-04,1518.199951,1525.27002,1512.290039,1525.199951,3414430000,,2013-03-04,202.589996,205.190002,202.550003,205.190002,3693400,,2013-03-04,805.299983,822.839982,804.999991,411.161169,5545600,,2013-03-04,202.589996,205.190002,202.550003,182.640735,3693400,,2013-03-04,31.91,32.119999,31.709999,28.995857,3913500,,2013-03-04,54.549999,54.900002,54.41,26.096762,5291800
2013-03-01,1514.680054,1519.98999,1501.47998,1518.199951,3695610000,,2013-03-01,200.649994,202.940002,199.360001,202.910004,3308300,,2013-03-01,797.799983,807.139999,796.150024,403.49851,4346400,,2013-03-01,200.649994,202.940002,199.360001,180.611295,3308300,,2013-03-01,31.700001,31.99,31.389999,28.950578,3819700,,2013-03-01,54.419998,54.830002,54.18,26.139677,8053400
2013-02-28,1515.98999,1525.339966,1514.459961,1514.680054,3912320000,,2013-02-28,202.179993,203.119995,200.789993,200.830002,4689200,,2013-02-28,801.100025,806.990003,801.030027,401.001012,4527000,,2013-02-28,202.179993,203.119995,200.789993,178.759874,4689200,,2013-02-28,32.049999,32.16,31.860001,28.850968,5557100,,2013-02-28,54.259998,54.720001,54,25.968019,6713600
2013-02-27,1496.939941,1520.079956,1494.880005,1515.98999,3551850000,,2013-02-27,198.889999,202.75,198.600006,202.330002,4185100,,2013-02-27,794.799996,804.749997,791.110025,400.290288,4048100,,2013-02-27,198.889999,202.75,198.600006,180.095033,4185100,,2013-02-27,31.82,32.099998,31.620001,28.977745,4741000,,2013-02-27,54.16,54.52,53.959999,25.810666,6269200
2013-02-26,1487.849976,1498.98999,1485.01001,1496.939941,3975280000,,2013-02-26,198.630005,199.899994,197.839996,199.139999,3391600,,2013-02-26,794.999991,795.950029,784.400006,395.460454,4400500,,2013-02-26,198.630005,199.899994,197.839996,177.255594,3391600,,2013-02-26,31.66,31.879999,31.209999,28.823801,4872100,,2013-02-26,54.41,54.740002,53.939999,25.777417,6085200
2013-02-25,1515.599976,1525.839966,1487.849976,1487.849976,4011050000,,2013-02-25,201.669998,202.490005,197.509995,197.509995,3844800,,2013-02-25,802.299996,808.410029,790.49004,395.780797,4603100,,2013-02-25,201.669998,202.490005,197.509995,175.804718,3844800,,2013-02-25,32.279999,32.43,31.700001,28.706079,5623500,,2013-02-25,54.540001,54.990002,54.040001,25.668171,8566000
